sgRNA,Gene,initial.count,final.count
1660,415,122,81
1661,416,105,141
1662,416,71,49
1663,416,238,164
1664,416,422,225
1665,417,81,18
1666,417,202,190
1667,417,124,217
1668,417,131,82
1669,418,220,134
1670,418,48,30
1671,418,449,288
1672,418,194,102
1673,419,71,36
1674,419,577,556
1675,419,147,262
1676,419,82,19
1677,420,47,29
1678,420,63,114
1679,420,253,200
1680,420,91,12
1681,421,29,40
1682,421,148,92
1683,421,191,125
1684,421,125,118
1685,422,143,302
1686,422,86,151
1687,422,96,142
1688,422,54,99
1689,423,213,270
1690,423,196,177
1691,423,78,77
1692,423,76,24
1693,424,42,26
1694,424,148,207
1695,424,137,74
1696,424,437,247
1697,425,136,187
1698,425,67,85
1699,425,259,241
1700,425,96,230
1701,426,101,87
1702,426,101,77
1703,426,92,138
1704,426,61,69
1705,427,204,300
1706,427,167,144
1707,427,38,43
1708,427,54,129
1709,428,206,238
1710,428,116,219
1711,428,213,397
1712,428,251,146
1713,429,49,99
1714,429,33,60
1715,429,130,199
1716,429,58,24
1717,430,178,239
1718,430,220,146
1719,430,341,459
1720,430,199,89
1721,431,228,185
1722,431,25,30
1723,431,74,108
1724,431,81,44
1725,432,207,249
1726,432,78,93
1727,432,147,201
1728,432,120,56
1729,433,48,37
1730,433,22,31
1731,433,382,239
1732,433,158,51
1733,434,284,237
1734,434,135,283
1735,434,101,46
1736,434,75,47
1737,435,89,125
1738,435,15,21
1739,435,2,43
1740,435,52,74
1741,436,124,411
1742,436,359,252
1743,436,117,76
1744,436,77,35
1745,437,189,66
1746,437,130,114
1747,437,288,424
1748,437,53,26
1749,438,74,120
1750,438,2,3
1751,438,164,88
1752,438,6,13
1753,439,94,74
1754,439,18,2
1755,439,226,308
1756,439,107,197
1757,440,92,99
1758,440,45,60
1759,440,239,254
1760,440,192,202
1761,441,8,5
1762,441,28,124
1763,441,290,392
1764,441,106,219
1765,442,123,180
1766,442,20,22
1767,442,71,29
1768,442,187,139
1769,443,175,235
1770,443,34,96
1771,443,1,0
1772,443,132,92
1773,444,250,267
1774,444,115,90
1775,444,11,29
1776,444,45,49
1777,445,26,67
1778,445,153,94
1779,445,80,216
1780,445,187,228
1781,446,82,95
1782,446,33,36
1783,446,252,211
1784,446,2,8
1785,447,75,55
1786,447,313,172
1787,447,13,11
1788,447,59,40
1789,448,74,64
1790,448,44,177
1791,448,205,158
1792,448,158,73
1793,449,107,78
1794,449,40,99
1795,449,173,199
1796,449,132,24
1797,450,10,0
1798,450,162,127
1799,450,229,115
1800,450,182,92
1801,451,164,150
1802,451,81,102
1803,451,173,203
1804,451,80,16
1805,452,260,215
1806,452,268,112
1807,452,322,187
1808,452,43,43
1809,453,93,31
1810,453,202,101
1811,453,41,22
1812,453,85,92
1813,454,48,26
1814,454,102,81
1815,454,108,179
1816,454,214,274
1817,455,228,140
1818,455,107,76
1819,455,27,64
1820,455,31,41
1821,456,7,30
1822,456,65,63
1823,456,76,106
1824,456,66,85
1825,457,97,168
1826,457,102,75
1827,457,18,33
1828,457,100,113
1829,458,126,133
1830,458,192,147
1831,458,297,321
1832,458,235,191
1833,459,322,190
1834,459,104,24
1835,459,146,56
1836,459,102,124
1837,460,248,281
1838,460,106,543
1839,460,320,320
1840,460,111,116
1841,461,8,41
1842,461,221,96
1843,461,62,43
1844,461,189,215
1845,462,204,172
1846,462,80,128
1847,462,143,109
1848,462,25,22
1849,463,151,199
1850,463,204,150
1851,463,259,126
1852,463,189,268
1853,464,59,119
1854,464,98,19
1855,464,31,153
1856,464,167,125
1857,465,198,84
1858,465,141,123
1859,465,50,65
1860,465,148,143
1861,466,115,108
1862,466,116,58
1863,466,94,22
1864,466,109,220
1865,467,69,64
1866,467,153,152
1867,467,111,287
1868,467,12,20
1869,468,100,189
1870,468,77,19
1871,468,58,88
1872,468,2,72
1873,469,319,192
1874,469,74,108
1875,469,53,42
1876,469,281,220
1877,470,181,103
1878,470,46,4
1879,470,54,63
1880,470,280,264
1881,471,25,127
1882,471,79,138
1883,471,104,75
1884,471,165,158
1885,472,28,69
1886,472,80,179
1887,472,72,67
1888,472,96,104
1889,473,170,118
1890,473,169,208
1891,473,376,272
1892,473,20,70
1893,474,200,130
1894,474,184,79
1895,474,193,118
1896,474,61,81
1897,475,155,226
1898,475,146,87
1899,475,293,249
1900,475,14,20
1901,476,43,154
1902,476,75,112
1903,476,173,152
1904,476,144,61
1905,477,79,58
1906,477,121,114
1907,477,250,252
1908,477,74,54
1909,478,144,260
1910,478,32,27
1911,478,0,0
1912,478,148,203
1913,479,31,106
1914,479,210,163
1915,479,123,84
1916,479,265,184
1917,480,448,474
1918,480,36,48
1919,480,169,218
1920,480,118,85
1921,481,16,68
1922,481,189,117
1923,481,104,102
1924,481,5,46
1925,482,49,139
1926,482,15,12
1927,482,202,195
1928,482,122,112
1929,483,178,104
1930,483,61,44
1931,483,82,83
1932,483,300,95
1933,484,30,46
1934,484,36,47
1935,484,265,226
1936,484,92,95
1937,485,20,45
1938,485,110,146
1939,485,287,104
1940,485,51,85
1941,486,195,119
1942,486,145,81
1943,486,62,163
1944,486,313,368
1945,487,179,206
1946,487,78,51
1947,487,149,79
1948,487,139,98
1949,488,50,65
1950,488,201,84
1951,488,383,516
1952,488,98,173
1953,489,370,233
1954,489,224,364
1955,489,146,57
1956,489,169,138
1957,490,256,85
1958,490,14,12
1959,490,10,9
1960,490,3,26
1961,491,106,96
1962,491,259,273
1963,491,68,6
1964,491,8,2
1965,492,60,65
1966,492,116,190
1967,492,170,269
1968,492,93,60
1969,493,142,128
1970,493,262,181
1971,493,36,47
1972,493,53,90
1973,494,13,64
1974,494,71,131
1975,494,193,327
1976,494,75,30
1977,495,128,98
1978,495,56,125
1979,495,12,1
1980,495,41,30
1981,496,337,159
1982,496,30,168
1983,496,195,164
1984,496,122,205
1985,497,116,155
1986,497,224,213
1987,497,33,92
1988,497,35,123
1989,498,236,289
1990,498,207,242
1991,498,234,183
1992,498,40,62
1993,499,144,71
1994,499,73,42
1995,499,145,261
1996,499,31,91
1997,500,105,156
1998,500,274,103
1999,500,98,121
2000,500,224,213
2001,501,193,91
2002,501,90,103
2003,501,103,139
2004,501,177,114
2005,502,108,160
2006,502,154,217
2007,502,299,137
2008,502,175,155
2009,503,123,104
2010,503,31,72
2011,503,10,11
2012,503,66,97
2013,504,192,80
2014,504,53,29
2015,504,49,54
2016,504,104,85
2017,505,42,146
2018,505,219,104
2019,505,56,4
2020,505,74,142
2021,506,161,52
2022,506,110,51
2023,506,164,149
2024,506,82,127
2025,507,146,116
2026,507,71,57
2027,507,14,27
2028,507,86,93
2029,508,347,321
2030,508,51,108
2031,508,37,126
2032,508,331,211
2033,509,132,123
2034,509,99,279
2035,509,195,243
2036,509,267,104
2037,510,105,75
2038,510,240,170
2039,510,204,105
2040,510,99,125
2041,511,2,58
2042,511,10,67
2043,511,193,59
2044,511,248,267
2045,512,466,387
2046,512,90,70
2047,512,91,10
2048,512,107,58
2049,513,156,171
2050,513,108,61
2051,513,100,79
2052,513,80,74
2053,514,73,86
2054,514,99,168
2055,514,15,131
2056,514,38,34
2057,515,83,95
2058,515,214,201
2059,515,277,183
2060,515,25,73
2061,516,4,24
2062,516,132,136
2063,516,67,24
2064,516,19,113
2065,517,19,20
2066,517,123,154
2067,517,13,82
2068,517,62,113
2069,518,27,44
2070,518,122,122
2071,518,154,252
2072,518,112,111
2073,519,39,79
2074,519,42,24
2075,519,60,70
2076,519,376,143
2077,520,60,91
2078,520,125,106
2079,520,167,138
2080,520,74,40
2081,521,108,81
2082,521,117,156
2083,521,93,113
2084,521,24,22
2085,522,85,211
2086,522,87,118
2087,522,193,127
2088,522,144,125
2089,523,105,249
2090,523,192,449
2091,523,47,41
2092,523,67,78
2093,524,133,123
2094,524,111,38
2095,524,267,152
2096,524,271,207
2097,525,298,207
2098,525,294,155
2099,525,129,129
2100,525,271,519
2101,526,1,50
2102,526,261,224
2103,526,49,120
2104,526,156,88
2105,527,55,84
2106,527,226,199
2107,527,39,0
2108,527,5,14
2109,528,42,110
2110,528,66,24
2111,528,274,146
2112,528,198,253
2113,529,81,121
2114,529,112,63
2115,529,121,66
2116,529,210,145
2117,530,89,147
2118,530,123,113
2119,530,84,194
2120,530,48,31
2121,531,101,147
2122,531,59,99
2123,531,122,103
2124,531,152,181
2125,532,132,32
2126,532,128,126
2127,532,231,154
2128,532,43,59
2129,533,136,168
2130,533,156,164
2131,533,190,156
2132,533,201,218
2133,534,94,172
2134,534,155,131
2135,534,94,172
2136,534,223,92
2137,535,50,56
2138,535,212,210
2139,535,36,7
2140,535,172,38
2141,536,103,54
2142,536,56,60
2143,536,192,114
2144,536,171,110
2145,537,29,30
2146,537,37,78
2147,537,94,91
2148,537,187,191
2149,538,36,29
2150,538,456,229
2151,538,61,73
2152,538,95,130
2153,539,107,43
2154,539,103,75
2155,539,259,200
2156,539,69,19
2157,540,150,65
2158,540,75,55
2159,540,186,134
2160,540,242,200
2161,541,203,112
2162,541,179,116
2163,541,90,55
2164,541,240,257
2165,542,251,118
2166,542,132,65
2167,542,316,175
2168,542,107,84
2169,543,105,94
2170,543,68,58
2171,543,243,122
2172,543,79,78
2173,544,72,113
2174,544,96,40
2175,544,18,58
2176,544,72,101
2177,545,155,63
2178,545,173,203
2179,545,67,52
2180,545,34,53
2181,546,72,92
2182,546,63,33
2183,546,228,339
2184,546,224,143
2185,547,127,208
2186,547,109,177
2187,547,72,83
2188,547,153,66
2189,548,210,186
2190,548,243,232
2191,548,77,141
2192,548,49,99
2193,549,62,14
2194,549,136,124
2195,549,164,204
2196,549,165,54
2197,550,64,119
2198,550,58,77
2199,550,171,48
2200,550,114,146
2201,551,100,55
2202,551,202,130
2203,551,25,95
2204,551,44,51
2205,552,234,229
2206,552,168,50
2207,552,23,46
2208,552,242,449
2209,553,114,41
2210,553,170,189
2211,553,219,115
2212,553,220,173
2213,554,135,74
2214,554,102,172
2215,554,73,157
2216,554,125,174
2217,555,483,512
2218,555,17,9
2219,555,191,169
2220,555,213,70
2221,556,54,8
2222,556,99,127
2223,556,87,95
2224,556,37,61
2225,557,184,313
2226,557,7,7
2227,557,10,36
2228,557,121,156
2229,558,82,47
2230,558,177,60
2231,558,87,32
2232,558,9,6
2233,559,133,94
2234,559,34,37
2235,559,150,229
2236,559,208,304
2237,560,34,39
2238,560,99,191
2239,560,19,39
2240,560,28,33
2241,561,105,78
2242,561,215,173
2243,561,157,202
2244,561,188,210
2245,562,4,32
2246,562,305,394
2247,562,91,173
2248,562,50,42
2249,563,131,173
2250,563,237,131
2251,563,54,25
2252,563,65,71
2253,564,32,44
2254,564,59,79
2255,564,192,119
2256,564,344,306
2257,565,258,189
2258,565,124,177
2259,565,29,71
2260,565,58,48
2261,566,13,12
2262,566,153,328
2263,566,95,49
2264,566,121,142
2265,567,4,49
2266,567,152,405
2267,567,124,120
2268,567,128,69
2269,568,17,76
2270,568,320,282
2271,568,80,191
2272,568,174,169
2273,569,352,188
2274,569,153,161
2275,569,33,29
2276,569,149,81
2277,570,19,4
2278,570,27,71
2279,570,203,169
2280,570,248,114
2281,571,66,42
2282,571,105,83
2283,571,87,33
2284,571,160,129
2285,572,133,54
2286,572,114,48
2287,572,77,1
2288,572,151,171
2289,573,104,145
2290,573,56,21
2291,573,90,77
2292,573,145,156
2293,574,105,113
2294,574,64,34
2295,574,99,57
2296,574,338,196
2297,575,293,185
2298,575,0,0
2299,575,33,26
2300,575,267,125
2301,576,43,109
2302,576,2,18
2303,576,270,76
2304,576,114,185
2305,577,123,55
2306,577,176,228
2307,577,255,205
2308,577,79,79
2309,578,265,237
2310,578,24,14
2311,578,129,236
2312,578,25,86
2313,579,180,154
2314,579,49,50
2315,579,131,209
2316,579,21,72
2317,580,117,99
2318,580,165,122
2319,580,176,116
2320,580,307,73
2321,581,313,197
2322,581,38,116
2323,581,151,193
2324,581,72,343
2325,582,38,52
2326,582,196,445
2327,582,272,189
2328,582,51,124
2329,583,143,62
2330,583,56,51
2331,583,137,81
2332,583,54,128
2333,584,146,50
2334,584,158,138
2335,584,40,166
2336,584,83,114
2337,585,118,93
2338,585,59,130
2339,585,22,62
2340,585,215,79
2341,586,251,192
2342,586,57,193
2343,586,19,33
2344,586,137,161
2345,587,138,83
2346,587,133,54
2347,587,457,759
2348,587,124,275
2349,588,162,117
2350,588,210,635
2351,588,172,82
2352,588,128,40
2353,589,125,173
2354,589,60,21
2355,589,67,6
2356,589,75,7
2357,590,49,34
2358,590,279,175
2359,590,59,152
2360,590,55,43
2361,591,43,62
2362,591,8,26
2363,591,54,66
2364,591,110,142
2365,592,16,24
2366,592,176,126
2367,592,110,109
2368,592,76,114
2369,593,224,189
2370,593,189,429
2371,593,132,97
2372,593,74,27
2373,594,198,156
2374,594,51,296
2375,594,157,96
2376,594,55,111
2377,595,169,80
2378,595,263,228
2379,595,7,5
2380,595,50,84
2381,596,7,34
2382,596,128,53
2383,596,51,104
2384,596,114,43
2385,597,174,327
2386,597,156,274
2387,597,242,216
2388,597,69,27
2389,598,114,96
2390,598,97,60
2391,598,53,129
2392,598,152,240
2393,599,143,60
2394,599,100,45
2395,599,28,146
2396,599,63,62
2397,600,153,216
2398,600,59,85
2399,600,21,81
2400,600,73,66
2401,601,34,69
2402,601,47,67
2403,601,170,413
2404,601,321,247
2405,602,136,104
2406,602,187,154
2407,602,45,70
2408,602,43,0
2409,603,69,97
2410,603,49,41
2411,603,132,66
2412,603,63,291
2413,604,140,138
2414,604,249,429
2415,604,130,130
2416,604,59,142
2417,605,164,170
2418,605,191,91
2419,605,63,42
2420,605,353,326
2421,606,274,231
2422,606,133,39
2423,606,46,69
2424,606,131,47
2425,607,76,63
2426,607,562,374
2427,607,131,41
2428,607,184,826
2429,608,88,112
2430,608,228,1011
2431,608,147,252
2432,608,84,34
2433,609,94,59
2434,609,78,129
2435,609,52,12
2436,609,56,138
2437,610,77,32
2438,610,13,39
2439,610,197,29
2440,610,122,246
2441,611,127,140
2442,611,108,120
2443,611,225,181
2444,611,249,156
2445,612,108,55
2446,612,42,1
2447,612,51,7
2448,612,12,104
2449,613,118,165
2450,613,127,265
2451,613,67,214
2452,613,39,126
2453,614,70,166
2454,614,96,38
2455,614,136,60
2456,614,84,66
2457,615,23,71
2458,615,262,225
2459,615,244,143
2460,615,148,87
2461,616,18,23
2462,616,206,352
2463,616,137,91
2464,616,23,10
2465,617,165,58
2466,617,29,15
2467,617,6,65
2468,617,155,306
2469,618,37,84
2470,618,34,11
2471,618,17,5
2472,618,273,61
2473,619,44,45
2474,619,281,194
2475,619,35,3
2476,619,204,199
2477,620,121,102
2478,620,160,67
2479,620,281,314
2480,620,46,36
2481,621,343,259
2482,621,197,235
2483,621,33,23
2484,621,21,83
2485,622,91,73
2486,622,237,102
2487,622,159,123
2488,622,96,132
2489,623,117,111
2490,623,162,195
2491,623,103,77
2492,623,98,222
2493,624,79,42
2494,624,30,80
2495,624,34,162
2496,624,34,96
2497,625,198,486
2498,625,27,117
2499,625,110,117
2500,625,60,81
2501,626,93,49
2502,626,60,59
2503,626,24,55
2504,626,139,105
2505,627,197,117
2506,627,267,339
2507,627,75,169
2508,627,17,106
2509,628,0,18
2510,628,220,184
2511,628,186,160
2512,628,471,332
2513,629,51,0
2514,629,330,252
2515,629,112,119
2516,629,145,98
2517,630,133,85
2518,630,151,49
2519,630,148,59
2520,630,254,161
2521,631,64,135
2522,631,73,80
2523,631,122,69
2524,631,62,50
2525,632,131,167
2526,632,67,63
2527,632,19,17
2528,632,33,25
2529,633,144,67
2530,633,112,214
2531,633,193,107
2532,633,169,75
2533,634,42,54
2534,634,12,36
2535,634,116,87
2536,634,205,158
2537,635,313,431
2538,635,74,37
2539,635,105,54
2540,635,229,149
2541,636,56,28
2542,636,128,92
2543,636,310,273
2544,636,115,158
2545,637,153,132
2546,637,189,157
2547,637,56,34
2548,637,213,124
2549,638,252,315
2550,638,65,106
2551,638,102,64
2552,638,29,48
2553,639,144,67
2554,639,81,77
2555,639,25,23
2556,639,88,93
2557,640,43,26
2558,640,239,97
2559,640,129,193
2560,640,286,229
2561,641,133,30
2562,641,195,282
2563,641,463,242
2564,641,133,97
2565,642,36,47
2566,642,102,56
2567,642,103,78
2568,642,83,95
2569,643,66,96
2570,643,86,26
2571,643,80,29
2572,643,139,117
2573,644,174,89
2574,644,0,0
2575,644,41,43
2576,644,48,29
2577,645,146,188
2578,645,128,152
2579,645,5,0
2580,645,133,138
2581,646,1,21
2582,646,7,10
2583,646,40,98
2584,646,130,58
2585,647,86,92
2586,647,45,52
2587,647,237,282
2588,647,34,30
2589,648,97,73
2590,648,54,77
2591,648,91,100
2592,648,163,94
2593,649,15,57
2594,649,190,87
2595,649,52,103
2596,649,377,337
2597,650,151,139
2598,650,268,312
2599,650,314,306
2600,650,75,36
2601,651,107,103
2602,651,116,167
2603,651,40,29
2604,651,159,153
2605,652,49,154
2606,652,61,137
2607,652,179,143
2608,652,166,188
2609,653,143,87
2610,653,50,275
2611,653,101,120
2612,653,49,103
2613,654,101,19
2614,654,45,29
2615,654,127,117
2616,654,269,66
2617,655,243,408
2618,655,68,94
2619,655,54,19
2620,655,190,158
2621,656,187,143
2622,656,275,198
2623,656,220,22
2624,656,115,65
2625,657,134,115
2626,657,155,72
2627,657,32,30
2628,657,40,181
2629,658,135,170
2630,658,58,82
2631,658,181,211
2632,658,70,85
2633,659,111,107
2634,659,60,110
2635,659,16,64
2636,659,23,61
2637,660,46,22
2638,660,32,64
2639,660,246,247
2640,660,87,101
2641,661,87,94
2642,661,139,62
2643,661,70,50
2644,661,370,410
2645,662,29,8
2646,662,177,216
2647,662,294,167
2648,662,257,111
2649,663,118,45
2650,663,160,156
2651,663,216,47
2652,663,86,10
2653,664,61,94
2654,664,26,36
2655,664,277,221
2656,664,46,124
2657,665,59,134
2658,665,335,174
2659,665,43,20
2660,665,60,67
2661,666,55,146
2662,666,187,217
2663,666,282,208
2664,666,248,183
2665,667,48,117
2666,667,86,11
2667,667,110,90
2668,667,11,5
2669,668,204,211
2670,668,101,73
2671,668,129,140
2672,668,82,138
2673,669,118,121
2674,669,65,51
2675,669,67,37
2676,669,64,43
2677,670,0,8
2678,670,47,27
2679,670,78,187
2680,670,136,87
2681,671,63,103
2682,671,20,20
2683,671,89,89
2684,671,47,105
2685,672,65,66
2686,672,437,342
2687,672,103,177
2688,672,17,62
2689,673,190,255
2690,673,88,94
2691,673,138,160
2692,673,83,65
2693,674,139,303
2694,674,26,75
2695,674,49,91
2696,674,156,97
2697,675,94,16
2698,675,105,29
2699,675,208,311
2700,675,24,57
2701,676,134,174
2702,676,91,41
2703,676,239,193
2704,676,63,104
2705,677,119,226
2706,677,198,175
2707,677,115,156
2708,677,247,192
2709,678,241,243
2710,678,202,256
2711,678,40,134
2712,678,205,177
2713,679,48,40
2714,679,41,64
2715,679,16,30
2716,679,180,74
2717,680,160,51
2718,680,107,56
2719,680,115,185
2720,680,61,29
2721,681,60,130
2722,681,44,28
2723,681,57,87
2724,681,87,134
2725,682,110,75
2726,682,25,52
2727,682,67,62
2728,682,72,91
2729,683,359,130
2730,683,32,70
2731,683,163,149
2732,683,131,234
2733,684,329,110
2734,684,92,62
2735,684,184,40
2736,684,128,6
2737,685,160,108
2738,685,62,28
2739,685,188,173
2740,685,135,195
2741,686,132,105
2742,686,127,251
2743,686,107,115
2744,686,137,56
2745,687,49,37
2746,687,109,93
2747,687,143,109
2748,687,35,142
2749,688,51,52
2750,688,217,66
2751,688,103,121
2752,688,102,51
2753,689,30,10
2754,689,77,86
2755,689,97,85
2756,689,228,199
2757,690,187,138
2758,690,44,67
2759,690,13,23
2760,690,24,32
2761,691,94,106
2762,691,177,177
2763,691,65,49
2764,691,200,85
2765,692,54,31
2766,692,151,102
2767,692,18,9
2768,692,41,62
2769,693,87,247
2770,693,239,105
2771,693,245,118
2772,693,54,179
2773,694,71,89
2774,694,19,0
2775,694,0,0
2776,694,65,184
2777,695,47,187
2778,695,204,182
2779,695,17,17
2780,695,135,216
2781,696,57,74
2782,696,134,131
2783,696,53,105
2784,696,48,14
2785,697,227,147
2786,697,246,371
2787,697,141,153
2788,697,110,119
2789,698,87,85
2790,698,79,183
2791,698,39,131
2792,698,52,38
2793,699,71,76
2794,699,254,189
2795,699,30,161
2796,699,275,245
2797,700,51,28
2798,700,260,281
2799,700,40,103
2800,700,47,23
2801,701,45,90
2802,701,44,28
2803,701,148,67
2804,701,201,171
2805,702,17,48
2806,702,335,281
2807,702,91,51
2808,702,4,5
2809,703,83,22
2810,703,136,117
2811,703,62,56
2812,703,13,17
2813,704,105,60
2814,704,4,24
2815,704,75,43
2816,704,102,50
2817,705,158,213
2818,705,75,15
2819,705,209,303
2820,705,83,81
2821,706,124,162
2822,706,169,140
2823,706,316,216
2824,706,126,63
2825,707,80,27
2826,707,28,10
2827,707,51,101
2828,707,36,73
2829,708,151,291
2830,708,172,78
2831,708,59,68
2832,708,38,89
2833,709,184,150
2834,709,88,84
2835,709,111,123
2836,709,210,146
2837,710,154,40
2838,710,122,237
2839,710,33,8
2840,710,26,40
2841,711,104,157
2842,711,38,84
2843,711,141,224
2844,711,93,36
2845,712,226,234
2846,712,0,3
2847,712,28,39
2848,712,80,89
2849,713,307,149
2850,713,1,26
2851,713,130,146
2852,713,93,187
2853,714,444,226
2854,714,134,152
2855,714,29,34
2856,714,133,33
2857,715,155,44
2858,715,25,13
2859,715,74,81
2860,715,32,56
2861,716,140,197
2862,716,13,65
2863,716,146,84
2864,716,48,140
2865,717,147,136
2866,717,174,106
2867,717,33,170
2868,717,129,131
2869,718,28,89
2870,718,65,88
2871,718,295,225
2872,718,5,97
2873,719,86,245
2874,719,57,64
2875,719,109,62
2876,719,45,81
2877,720,23,71
2878,720,27,7
2879,720,23,20
2880,720,59,20
2881,721,79,73
2882,721,53,31
2883,721,272,175
2884,721,38,57
2885,722,95,53
2886,722,77,61
2887,722,117,55
2888,722,32,79
2889,723,200,262
2890,723,48,63
2891,723,215,267
2892,723,262,279
2893,724,84,196
2894,724,210,75
2895,724,107,212
2896,724,69,20
2897,725,190,107
2898,725,45,47
2899,725,20,15
2900,725,252,161
2901,726,20,6
2902,726,180,75
2903,726,72,68
2904,726,182,730
2905,727,104,49
2906,727,28,36
2907,727,69,138
2908,727,62,157
2909,728,6,6
2910,728,124,158
2911,728,22,50
2912,728,67,46
2913,729,152,160
2914,729,596,284
2915,729,80,71
2916,729,45,66
2917,730,31,50
2918,730,32,18
2919,730,3,80
2920,730,145,155
2921,731,105,58
2922,731,264,238
2923,731,378,252
2924,731,154,118
2925,732,223,41
2926,732,167,129
2927,732,316,752
2928,732,80,117
2929,733,102,36
2930,733,123,209
2931,733,60,32
2932,733,181,165
2933,734,11,57
2934,734,92,40
2935,734,270,144
2936,734,119,150
2937,735,233,209
2938,735,48,118
2939,735,86,48
2940,735,310,191
2941,736,39,191
2942,736,248,110
2943,736,119,212
2944,736,38,80
2945,737,112,39
2946,737,45,53
2947,737,56,33
2948,737,114,78
2949,738,47,91
2950,738,33,54
2951,738,258,181
2952,738,144,136
2953,739,413,284
2954,739,144,86
2955,739,351,166
2956,739,113,38
2957,740,39,29
2958,740,300,247
2959,740,83,113
2960,740,111,109
2961,741,116,117
2962,741,49,131
2963,741,432,228
2964,741,37,56
2965,742,119,111
2966,742,79,74
2967,742,80,167
2968,742,111,128
2969,743,15,57
2970,743,66,241
2971,743,60,65
2972,743,69,108
2973,744,246,276
2974,744,28,21
2975,744,63,76
2976,744,54,39
2977,745,178,214
2978,745,151,89
2979,745,305,239
2980,745,19,13
2981,746,6,119
2982,746,179,345
2983,746,145,98
2984,746,48,56
2985,747,3,40
2986,747,98,78
2987,747,249,127
2988,747,101,82
2989,748,102,135
2990,748,138,63
2991,748,145,105
2992,748,4,66
2993,749,221,116
2994,749,80,16
2995,749,103,130
2996,749,85,69
2997,750,148,163
2998,750,25,84
2999,750,124,96
3000,750,269,240
