sgRNA,Gene,initial.count,final.count
1659,415,79,59
1660,415,254,171
1661,416,44,157
1662,416,299,185
1663,416,29,193
1664,416,170,108
1665,417,156,39
1666,417,21,26
1667,417,60,37
1668,417,76,61
1669,418,11,8
1670,418,91,157
1671,418,170,102
1672,418,350,258
1673,419,161,161
1674,419,286,175
1675,419,83,35
1676,419,97,83
1677,420,117,102
1678,420,281,214
1679,420,8,4
1680,420,68,22
1681,421,424,337
1682,421,58,109
1683,421,35,35
1684,421,101,169
1685,422,101,145
1686,422,227,173
1687,422,92,65
1688,422,30,56
1689,423,167,76
1690,423,107,21
1691,423,148,150
1692,423,88,143
1693,424,70,163
1694,424,114,62
1695,424,306,886
1696,424,158,200
1697,425,270,226
1698,425,110,91
1699,425,116,51
1700,425,288,142
1701,426,142,127
1702,426,111,152
1703,426,118,17
1704,426,94,32
1705,427,90,114
1706,427,196,198
1707,427,26,23
1708,427,60,72
1709,428,78,21
1710,428,131,96
1711,428,257,85
1712,428,18,76
1713,429,163,152
1714,429,125,145
1715,429,10,66
1716,429,100,11
1717,430,61,141
1718,430,56,156
1719,430,140,92
1720,430,295,172
1721,431,16,2
1722,431,111,71
1723,431,164,242
1724,431,192,306
1725,432,66,101
1726,432,48,52
1727,432,71,51
1728,432,163,217
1729,433,61,177
1730,433,88,85
1731,433,159,189
1732,433,87,134
1733,434,158,156
1734,434,3,0
1735,434,167,120
1736,434,245,199
1737,435,11,22
1738,435,35,60
1739,435,101,171
1740,435,142,221
1741,436,70,40
1742,436,105,95
1743,436,131,65
1744,436,238,192
1745,437,96,65
1746,437,112,56
1747,437,83,41
1748,437,205,102
1749,438,85,194
1750,438,35,37
1751,438,192,250
1752,438,86,61
1753,439,23,100
1754,439,56,98
1755,439,67,98
1756,439,227,221
1757,440,161,177
1758,440,77,51
1759,440,358,265
1760,440,19,187
1761,441,139,90
1762,441,122,116
1763,441,84,59
1764,441,47,85
1765,442,30,8
1766,442,106,32
1767,442,38,19
1768,442,103,49
1769,443,141,256
1770,443,322,248
1771,443,122,37
1772,443,141,131
1773,444,150,335
1774,444,28,21
1775,444,66,51
1776,444,194,134
1777,445,419,253
1778,445,158,104
1779,445,227,225
1780,445,102,168
1781,446,128,300
1782,446,15,13
1783,446,82,112
1784,446,162,134
1785,447,358,460
1786,447,48,28
1787,447,78,177
1788,447,131,307
1789,448,208,143
1790,448,55,20
1791,448,232,231
1792,448,297,229
1793,449,69,131
1794,449,201,166
1795,449,71,131
1796,449,87,80
1797,450,189,197
1798,450,98,342
1799,450,132,153
1800,450,137,528
1801,451,142,199
1802,451,55,54
1803,451,163,149
1804,451,340,206
1805,452,2,0
1806,452,84,341
1807,452,226,111
1808,452,79,72
1809,453,181,154
1810,453,169,35
1811,453,110,42
1812,453,64,73
1813,454,306,230
1814,454,159,148
1815,454,175,241
1816,454,120,246
1817,455,9,75
1818,455,188,167
1819,455,6,19
1820,455,103,86
1821,456,95,83
1822,456,240,267
1823,456,56,71
1824,456,25,29
1825,457,80,156
1826,457,25,183
1827,457,310,157
1828,457,335,230
1829,458,39,28
1830,458,98,50
1831,458,44,63
1832,458,123,174
1833,459,118,78
1834,459,39,67
1835,459,89,175
1836,459,67,53
1837,460,170,262
1838,460,220,79
1839,460,89,98
1840,460,40,91
1841,461,126,111
1842,461,162,289
1843,461,181,79
1844,461,52,18
1845,462,67,80
1846,462,72,86
1847,462,1,20
1848,462,81,135
1849,463,245,171
1850,463,39,6
1851,463,171,274
1852,463,125,128
1853,464,394,163
1854,464,76,162
1855,464,173,119
1856,464,68,34
1857,465,153,95
1858,465,8,49
1859,465,111,67
1860,465,223,362
1861,466,20,20
1862,466,294,211
1863,466,83,172
1864,466,22,7
1865,467,8,51
1866,467,258,186
1867,467,205,61
1868,467,149,189
1869,468,38,132
1870,468,31,34
1871,468,149,148
1872,468,4,1
1873,469,138,113
1874,469,48,218
1875,469,285,151
1876,469,46,14
1877,470,340,604
1878,470,17,51
1879,470,247,112
1880,470,39,72
1881,471,48,40
1882,471,288,446
1883,471,70,80
1884,471,38,46
1885,472,83,97
1886,472,71,79
1887,472,4,17
1888,472,90,114
1889,473,75,29
1890,473,54,110
1891,473,284,175
1892,473,52,76
1893,474,214,773
1894,474,157,208
1895,474,145,47
1896,474,200,337
1897,475,175,78
1898,475,198,200
1899,475,17,152
1900,475,154,52
1901,476,267,252
1902,476,35,210
1903,476,153,83
1904,476,104,72
1905,477,211,64
1906,477,77,134
1907,477,53,2
1908,477,233,242
1909,478,117,101
1910,478,447,279
1911,478,125,93
1912,478,195,102
1913,479,14,64
1914,479,333,270
1915,479,147,25
1916,479,7,29
1917,480,66,11
1918,480,306,293
1919,480,99,120
1920,480,171,211
1921,481,401,581
1922,481,251,234
1923,481,85,165
1924,481,177,329
1925,482,186,87
1926,482,81,86
1927,482,30,34
1928,482,160,172
1929,483,31,70
1930,483,247,410
1931,483,185,58
1932,483,138,72
1933,484,74,44
1934,484,119,27
1935,484,26,13
1936,484,224,227
1937,485,77,116
1938,485,57,61
1939,485,59,140
1940,485,85,61
1941,486,353,253
1942,486,55,132
1943,486,73,53
1944,486,241,254
1945,487,325,245
1946,487,121,13
1947,487,79,116
1948,487,62,84
1949,488,72,77
1950,488,46,149
1951,488,88,15
1952,488,225,253
1953,489,125,134
1954,489,38,47
1955,489,162,102
1956,489,45,31
1957,490,40,56
1958,490,251,375
1959,490,44,10
1960,490,197,199
1961,491,484,419
1962,491,95,19
1963,491,216,121
1964,491,43,62
1965,492,283,292
1966,492,69,252
1967,492,104,56
1968,492,173,361
1969,493,93,62
1970,493,172,152
1971,493,133,63
1972,493,3,17
1973,494,84,235
1974,494,14,31
1975,494,260,152
1976,494,11,7
1977,495,76,86
1978,495,122,80
1979,495,324,468
1980,495,83,73
1981,496,49,94
1982,496,195,164
1983,496,122,45
1984,496,107,151
1985,497,118,73
1986,497,169,112
1987,497,191,133
1988,497,27,71
1989,498,48,24
1990,498,186,211
1991,498,117,159
1992,498,282,114
1993,499,127,230
1994,499,91,93
1995,499,171,183
1996,499,159,44
1997,500,117,77
1998,500,34,205
1999,500,206,53
2000,500,108,181
2001,501,127,91
2002,501,107,52
2003,501,78,80
2004,501,203,213
2005,502,239,73
2006,502,172,37
2007,502,105,4
2008,502,78,95
2009,503,43,106
2010,503,159,129
2011,503,124,67
2012,503,30,17
2013,504,65,59
2014,504,40,90
2015,504,247,101
2016,504,108,189
2017,505,305,131
2018,505,9,13
2019,505,168,14
2020,505,46,93
2021,506,130,46
2022,506,178,114
2023,506,41,24
2024,506,37,260
2025,507,33,86
2026,507,96,87
2027,507,80,72
2028,507,48,74
2029,508,107,29
2030,508,190,45
2031,508,75,89
2032,508,39,34
2033,509,34,49
2034,509,87,71
2035,509,221,232
2036,509,161,224
2037,510,337,324
2038,510,114,50
2039,510,64,56
2040,510,53,148
2041,511,34,233
2042,511,50,53
2043,511,84,98
2044,511,40,111
2045,512,58,71
2046,512,179,201
2047,512,45,10
2048,512,130,228
2049,513,153,169
2050,513,60,57
2051,513,30,42
2052,513,81,18
2053,514,139,264
2054,514,11,1
2055,514,198,291
2056,514,143,212
2057,515,255,226
2058,515,521,238
2059,515,132,123
2060,515,289,351
2061,516,224,151
2062,516,218,81
2063,516,255,130
2064,516,376,87
2065,517,163,60
2066,517,16,14
2067,517,46,137
2068,517,138,45
2069,518,179,214
2070,518,42,0
2071,518,70,189
2072,518,51,42
2073,519,91,87
2074,519,14,76
2075,519,186,130
2076,519,36,9
2077,520,176,284
2078,520,118,10
2079,520,114,228
2080,520,67,98
2081,521,0,11
2082,521,93,89
2083,521,151,282
2084,521,105,86
2085,522,61,40
2086,522,159,182
2087,522,56,49
2088,522,119,97
2089,523,287,40
2090,523,251,224
2091,523,91,28
2092,523,46,97
2093,524,295,442
2094,524,104,49
2095,524,418,48
2096,524,19,11
2097,525,98,149
2098,525,134,441
2099,525,77,13
2100,525,287,84
2101,526,91,137
2102,526,187,118
2103,526,58,125
2104,526,65,98
2105,527,98,100
2106,527,114,21
2107,527,54,37
2108,527,157,227
2109,528,351,209
2110,528,40,57
2111,528,185,142
2112,528,79,41
2113,529,180,103
2114,529,335,97
2115,529,63,98
2116,529,43,66
2117,530,71,125
2118,530,174,206
2119,530,273,65
2120,530,46,130
2121,531,162,162
2122,531,23,173
2123,531,226,122
2124,531,16,2
2125,532,22,74
2126,532,0,30
2127,532,124,51
2128,532,123,207
2129,533,94,54
2130,533,51,62
2131,533,331,160
2132,533,103,129
2133,534,22,35
2134,534,294,275
2135,534,222,175
2136,534,15,74
2137,535,66,112
2138,535,8,1
2139,535,148,244
2140,535,116,23
2141,536,355,80
2142,536,98,66
2143,536,22,8
2144,536,152,166
2145,537,226,331
2146,537,291,289
2147,537,58,37
2148,537,58,26
2149,538,187,270
2150,538,271,166
2151,538,163,726
2152,538,144,174
2153,539,70,37
2154,539,113,373
2155,539,217,181
2156,539,52,20
2157,540,125,196
2158,540,112,116
2159,540,138,214
2160,540,59,223
2161,541,187,126
2162,541,79,161
2163,541,5,54
2164,541,40,42
2165,542,72,89
2166,542,56,5
2167,542,155,134
2168,542,138,224
2169,543,120,242
2170,543,146,179
2171,543,83,47
2172,543,367,292
2173,544,11,37
2174,544,94,80
2175,544,129,183
2176,544,278,195
2177,545,91,163
2178,545,231,147
2179,545,25,35
2180,545,50,32
2181,546,144,143
2182,546,221,236
2183,546,124,192
2184,546,119,192
2185,547,105,73
2186,547,209,98
2187,547,141,125
2188,547,61,43
2189,548,59,104
2190,548,165,140
2191,548,128,132
2192,548,49,166
2193,549,127,81
2194,549,224,188
2195,549,84,38
2196,549,190,152
2197,550,249,398
2198,550,85,190
2199,550,61,60
2200,550,0,11
2201,551,88,212
2202,551,111,168
2203,551,134,226
2204,551,79,107
2205,552,163,67
2206,552,20,33
2207,552,57,66
2208,552,61,51
2209,553,104,113
2210,553,126,122
2211,553,69,120
2212,553,90,139
2213,554,58,73
2214,554,137,101
2215,554,41,77
2216,554,92,60
2217,555,29,2
2218,555,282,209
2219,555,141,57
2220,555,49,24
2221,556,145,93
2222,556,158,35
2223,556,89,87
2224,556,41,32
2225,557,71,137
2226,557,10,250
2227,557,11,55
2228,557,151,1
2229,558,40,61
2230,558,194,144
2231,558,187,122
2232,558,42,93
2233,559,109,121
2234,559,151,65
2235,559,169,85
2236,559,213,111
2237,560,114,120
2238,560,82,28
2239,560,15,38
2240,560,69,87
2241,561,95,49
2242,561,197,161
2243,561,115,42
2244,561,81,74
2245,562,215,222
2246,562,95,103
2247,562,164,148
2248,562,58,47
2249,563,104,141
2250,563,261,113
2251,563,110,115
2252,563,152,115
2253,564,228,114
2254,564,63,124
2255,564,223,236
2256,564,36,51
2257,565,103,142
2258,565,215,220
2259,565,82,101
2260,565,94,69
2261,566,108,96
2262,566,40,75
2263,566,144,31
2264,566,139,151
2265,567,27,57
2266,567,80,101
2267,567,0,12
2268,567,285,317
2269,568,37,29
2270,568,47,88
2271,568,78,26
2272,568,188,143
2273,569,144,13
2274,569,46,75
2275,569,316,54
2276,569,104,58
2277,570,229,327
2278,570,97,146
2279,570,102,8
2280,570,66,68
2281,571,151,188
2282,571,143,126
2283,571,29,8
2284,571,159,109
2285,572,109,124
2286,572,227,86
2287,572,9,9
2288,572,33,83
2289,573,206,119
2290,573,370,296
2291,573,22,86
2292,573,2,4
2293,574,35,128
2294,574,137,227
2295,574,200,155
2296,574,36,17
2297,575,7,96
2298,575,45,148
2299,575,50,40
2300,575,22,81
2301,576,144,196
2302,576,51,22
2303,576,312,450
2304,576,241,228
2305,577,523,46
2306,577,86,48
2307,577,90,32
2308,577,31,18
2309,578,15,35
2310,578,178,107
2311,578,89,125
2312,578,61,93
2313,579,17,103
2314,579,72,148
2315,579,0,10
2316,579,60,45
2317,580,25,81
2318,580,224,330
2319,580,62,249
2320,580,151,382
2321,581,130,151
2322,581,287,236
2323,581,250,265
2324,581,108,99
2325,582,21,32
2326,582,53,45
2327,582,208,203
2328,582,88,91
2329,583,2,20
2330,583,36,228
2331,583,107,204
2332,583,134,92
2333,584,108,208
2334,584,137,131
2335,584,136,89
2336,584,319,315
2337,585,180,83
2338,585,358,152
2339,585,135,112
2340,585,214,197
2341,586,44,49
2342,586,398,508
2343,586,197,333
2344,586,312,329
2345,587,7,78
2346,587,302,436
2347,587,59,78
2348,587,48,167
2349,588,20,31
2350,588,195,205
2351,588,82,65
2352,588,138,122
2353,589,57,23
2354,589,69,78
2355,589,114,51
2356,589,71,86
2357,590,86,165
2358,590,62,84
2359,590,32,63
2360,590,129,215
2361,591,108,19
2362,591,112,144
2363,591,429,580
2364,591,236,260
2365,592,116,129
2366,592,201,38
2367,592,164,138
2368,592,104,60
2369,593,63,58
2370,593,34,79
2371,593,57,69
2372,593,22,9
2373,594,17,50
2374,594,73,65
2375,594,168,46
2376,594,187,315
2377,595,139,274
2378,595,78,30
2379,595,59,71
2380,595,188,204
2381,596,70,116
2382,596,32,2
2383,596,30,132
2384,596,188,219
2385,597,207,35
2386,597,92,72
2387,597,243,177
2388,597,63,76
2389,598,167,13
2390,598,512,279
2391,598,34,63
2392,598,347,382
2393,599,143,128
2394,599,82,113
2395,599,146,156
2396,599,10,54
2397,600,204,256
2398,600,166,14
2399,600,139,112
2400,600,266,150
2401,601,58,247
2402,601,15,18
2403,601,123,69
2404,601,440,319
2405,602,41,38
2406,602,71,40
2407,602,145,33
2408,602,112,242
2409,603,170,97
2410,603,210,112
2411,603,88,35
2412,603,48,18
2413,604,60,87
2414,604,69,32
2415,604,50,112
2416,604,216,328
2417,605,105,114
2418,605,60,58
2419,605,42,60
2420,605,69,190
2421,606,84,390
2422,606,51,71
2423,606,126,149
2424,606,199,113
2425,607,52,49
2426,607,83,74
2427,607,45,60
2428,607,168,59
2429,608,48,112
2430,608,109,22
2431,608,71,58
2432,608,229,123
2433,609,65,100
2434,609,28,26
2435,609,48,135
2436,609,168,129
2437,610,201,276
2438,610,144,374
2439,610,154,117
2440,610,347,466
2441,611,90,77
2442,611,72,96
2443,611,60,126
2444,611,145,60
2445,612,140,60
2446,612,110,128
2447,612,74,168
2448,612,160,223
2449,613,227,148
2450,613,118,106
2451,613,169,41
2452,613,40,149
2453,614,69,41
2454,614,82,253
2455,614,241,195
2456,614,109,149
2457,615,169,165
2458,615,51,73
2459,615,82,60
2460,615,51,70
2461,616,288,422
2462,616,120,169
2463,616,26,56
2464,616,69,29
2465,617,202,251
2466,617,450,307
2467,617,121,158
2468,617,55,97
2469,618,293,312
2470,618,12,32
2471,618,93,642
2472,618,93,95
2473,619,256,130
2474,619,179,274
2475,619,107,41
2476,619,35,43
2477,620,182,130
2478,620,10,123
2479,620,97,72
2480,620,113,120
2481,621,245,278
2482,621,151,63
2483,621,235,404
2484,621,11,45
2485,622,190,105
2486,622,400,180
2487,622,266,261
2488,622,117,69
2489,623,192,84
2490,623,194,471
2491,623,40,81
2492,623,96,91
2493,624,73,145
2494,624,101,149
2495,624,6,63
2496,624,42,32
2497,625,192,378
2498,625,134,122
2499,625,290,291
2500,625,64,97
2501,626,262,287
2502,626,167,245
2503,626,139,197
2504,626,64,97
2505,627,39,123
2506,627,129,285
2507,627,122,168
2508,627,112,80
2509,628,290,160
2510,628,147,352
2511,628,42,68
2512,628,181,103
2513,629,317,381
2514,629,205,210
2515,629,89,20
2516,629,38,177
2517,630,286,374
2518,630,76,93
2519,630,130,32
2520,630,112,268
2521,631,63,45
2522,631,223,190
2523,631,39,100
2524,631,49,58
2525,632,72,109
2526,632,52,63
2527,632,164,115
2528,632,214,63
2529,633,45,76
2530,633,46,83
2531,633,33,116
2532,633,12,43
2533,634,217,205
2534,634,116,209
2535,634,27,50
2536,634,123,156
2537,635,10,43
2538,635,107,115
2539,635,196,160
2540,635,112,15
2541,636,54,108
2542,636,46,214
2543,636,116,166
2544,636,53,41
2545,637,187,71
2546,637,94,63
2547,637,191,115
2548,637,14,9
2549,638,193,300
2550,638,322,208
2551,638,253,100
2552,638,21,27
2553,639,83,54
2554,639,157,128
2555,639,6,53
2556,639,116,56
2557,640,84,84
2558,640,165,111
2559,640,3,64
2560,640,4,10
2561,641,222,163
2562,641,105,62
2563,641,212,212
2564,641,114,39
2565,642,134,216
2566,642,313,221
2567,642,70,72
2568,642,48,88
2569,643,193,99
2570,643,214,311
2571,643,234,252
2572,643,51,26
2573,644,337,349
2574,644,247,272
2575,644,104,186
2576,644,0,2
2577,645,66,27
2578,645,219,85
2579,645,45,108
2580,645,161,119
2581,646,87,145
2582,646,155,23
2583,646,243,180
2584,646,143,360
2585,647,40,86
2586,647,75,41
2587,647,57,44
2588,647,11,4
2589,648,157,240
2590,648,195,104
2591,648,388,235
2592,648,148,47
2593,649,36,59
2594,649,66,126
2595,649,106,87
2596,649,108,41
2597,650,53,227
2598,650,121,73
2599,650,90,99
2600,650,63,58
2601,651,203,209
2602,651,50,82
2603,651,56,168
2604,651,103,28
2605,652,109,92
2606,652,41,88
2607,652,199,45
2608,652,99,64
2609,653,168,177
2610,653,93,38
2611,653,94,140
2612,653,57,91
2613,654,85,59
2614,654,55,141
2615,654,30,31
2616,654,260,168
2617,655,184,165
2618,655,73,163
2619,655,45,19
2620,655,89,163
2621,656,108,129
2622,656,119,128
2623,656,46,28
2624,656,68,78
2625,657,79,105
2626,657,188,144
2627,657,62,28
2628,657,165,90
2629,658,104,105
2630,658,163,85
2631,658,56,59
2632,658,81,44
2633,659,2,8
2634,659,95,62
2635,659,168,114
2636,659,75,79
2637,660,115,121
2638,660,21,29
2639,660,365,264
2640,660,42,86
2641,661,154,148
2642,661,305,203
2643,661,134,59
2644,661,95,78
2645,662,140,69
2646,662,114,66
2647,662,139,39
2648,662,158,415
2649,663,118,107
2650,663,135,251
2651,663,186,186
2652,663,2,53
2653,664,103,145
2654,664,19,86
2655,664,112,249
2656,664,88,111
2657,665,115,82
2658,665,108,175
2659,665,135,17
2660,665,208,476
2661,666,129,157
2662,666,48,81
2663,666,193,199
2664,666,71,122
2665,667,30,72
2666,667,164,122
2667,667,60,89
2668,667,127,75
2669,668,91,147
2670,668,58,14
2671,668,210,263
2672,668,160,209
2673,669,124,259
2674,669,19,45
2675,669,203,181
2676,669,57,51
2677,670,404,217
2678,670,285,301
2679,670,130,77
2680,670,47,158
2681,671,60,129
2682,671,105,206
2683,671,237,194
2684,671,75,66
2685,672,64,19
2686,672,31,33
2687,672,171,68
2688,672,171,54
2689,673,165,118
2690,673,391,359
2691,673,57,76
2692,673,174,174
2693,674,138,287
2694,674,129,125
2695,674,77,186
2696,674,50,100
2697,675,185,378
2698,675,87,107
2699,675,52,4
2700,675,65,142
2701,676,127,80
2702,676,150,196
2703,676,147,75
2704,676,134,99
2705,677,138,68
2706,677,34,86
2707,677,118,145
2708,677,20,59
2709,678,64,115
2710,678,79,222
2711,678,178,71
2712,678,404,225
2713,679,214,103
2714,679,52,57
2715,679,123,72
2716,679,126,111
2717,680,110,144
2718,680,81,15
2719,680,242,46
2720,680,228,121
2721,681,154,194
2722,681,46,212
2723,681,180,126
2724,681,203,191
2725,682,542,598
2726,682,20,156
2727,682,79,111
2728,682,37,73
2729,683,119,94
2730,683,105,186
2731,683,90,449
2732,683,67,62
2733,684,118,199
2734,684,51,26
2735,684,401,249
2736,684,107,240
2737,685,44,29
2738,685,67,29
2739,685,189,312
2740,685,86,110
2741,686,64,72
2742,686,180,189
2743,686,376,187
2744,686,235,260
2745,687,200,151
2746,687,337,245
2747,687,244,141
2748,687,37,105
2749,688,402,310
2750,688,161,169
2751,688,239,81
2752,688,199,233
2753,689,192,63
2754,689,138,152
2755,689,10,6
2756,689,227,78
2757,690,129,111
2758,690,90,108
2759,690,121,212
2760,690,87,17
2761,691,98,192
2762,691,63,17
2763,691,7,21
2764,691,120,194
2765,692,219,68
2766,692,225,131
2767,692,252,45
2768,692,347,392
2769,693,296,294
2770,693,283,219
2771,693,36,20
2772,693,88,40
2773,694,434,98
2774,694,150,20
2775,694,245,145
2776,694,70,19
2777,695,165,115
2778,695,219,216
2779,695,48,78
2780,695,110,121
2781,696,280,285
2782,696,31,20
2783,696,64,41
2784,696,42,113
2785,697,38,23
2786,697,91,31
2787,697,17,16
2788,697,35,100
2789,698,110,148
2790,698,211,99
2791,698,41,34
2792,698,112,153
2793,699,168,131
2794,699,73,23
2795,699,22,0
2796,699,126,102
2797,700,188,378
2798,700,121,85
2799,700,67,29
2800,700,37,125
2801,701,43,76
2802,701,8,9
2803,701,206,142
2804,701,104,100
2805,702,102,73
2806,702,111,149
2807,702,109,84
2808,702,36,91
2809,703,227,160
2810,703,109,34
2811,703,23,49
2812,703,62,47
2813,704,79,119
2814,704,153,174
2815,704,98,91
2816,704,101,144
2817,705,153,42
2818,705,201,534
2819,705,105,53
2820,705,177,105
2821,706,91,59
2822,706,46,116
2823,706,56,19
2824,706,51,20
2825,707,37,107
2826,707,65,122
2827,707,141,161
2828,707,32,64
2829,708,231,130
2830,708,84,65
2831,708,20,24
2832,708,88,11
2833,709,171,104
2834,709,115,177
2835,709,44,4
2836,709,32,82
2837,710,126,129
2838,710,63,108
2839,710,206,107
2840,710,56,90
2841,711,136,82
2842,711,201,192
2843,711,196,238
2844,711,394,330
2845,712,192,121
2846,712,326,310
2847,712,145,83
2848,712,264,157
2849,713,118,63
2850,713,60,168
2851,713,28,50
2852,713,208,173
2853,714,253,192
2854,714,146,160
2855,714,208,72
2856,714,169,64
2857,715,50,57
2858,715,53,64
2859,715,139,51
2860,715,94,149
2861,716,35,18
2862,716,84,96
2863,716,19,6
2864,716,47,125
2865,717,153,381
2866,717,103,100
2867,717,76,33
2868,717,219,275
2869,718,158,129
2870,718,131,259
2871,718,183,47
2872,718,113,294
2873,719,33,16
2874,719,39,50
2875,719,323,373
2876,719,405,318
2877,720,81,43
2878,720,136,72
2879,720,262,345
2880,720,321,220
2881,721,290,308
2882,721,59,59
2883,721,109,163
2884,721,150,35
2885,722,235,38
2886,722,20,23
2887,722,68,36
2888,722,106,124
2889,723,60,124
2890,723,67,58
2891,723,96,76
2892,723,91,145
2893,724,203,218
2894,724,189,104
2895,724,263,222
2896,724,37,65
2897,725,10,25
2898,725,351,251
2899,725,109,99
2900,725,89,113
2901,726,206,218
2902,726,210,86
2903,726,220,168
2904,726,0,0
2905,727,156,75
2906,727,289,195
2907,727,71,66
2908,727,103,55
2909,728,151,209
2910,728,69,36
2911,728,45,34
2912,728,137,150
2913,729,294,165
2914,729,256,32
2915,729,112,100
2916,729,123,31
2917,730,82,149
2918,730,134,56
2919,730,125,76
2920,730,74,22
2921,731,230,117
2922,731,5,24
2923,731,62,109
2924,731,130,165
2925,732,129,111
2926,732,198,344
2927,732,80,12
2928,732,239,119
2929,733,84,152
2930,733,50,73
2931,733,73,94
2932,733,111,99
2933,734,30,149
2934,734,131,73
2935,734,136,54
2936,734,232,277
2937,735,59,9
2938,735,98,62
2939,735,74,22
2940,735,176,69
2941,736,111,76
2942,736,245,110
2943,736,66,31
2944,736,189,79
2945,737,71,40
2946,737,97,84
2947,737,243,309
2948,737,50,44
2949,738,68,133
2950,738,368,224
2951,738,48,68
2952,738,107,81
2953,739,45,83
2954,739,18,75
2955,739,65,74
2956,739,42,34
2957,740,60,71
2958,740,141,126
2959,740,40,27
2960,740,116,105
2961,741,68,71
2962,741,54,58
2963,741,85,158
2964,741,160,333
2965,742,89,66
2966,742,84,65
2967,742,132,164
2968,742,209,132
2969,743,97,59
2970,743,146,265
2971,743,39,20
2972,743,222,160
2973,744,178,175
2974,744,325,191
2975,744,183,35
2976,744,153,110
2977,745,238,268
2978,745,83,122
2979,745,110,199
2980,745,19,30
2981,746,147,162
2982,746,269,212
2983,746,125,135
2984,746,19,89
2985,747,121,116
2986,747,48,53
2987,747,166,132
2988,747,141,95
2989,748,35,72
2990,748,179,66
2991,748,161,270
2992,748,97,104
2993,749,0,6
2994,749,440,177
2995,749,121,62
2996,749,217,122
2997,750,96,104
2998,750,197,430
2999,750,44,99
3000,750,102,87
